,date,USD,EUR,JPY,CAD,HKD,KRW,AUD,RUB,NZD,GBP,INR,CHF
473,2010-06-22,1.2258,1.0000,111.0900,1.2533,9.5379,1449.7500,1.4012,38.0075,1.7364,0.8340,56.7440,1.3622
474,2010-07-22,1.2850,1.0000,111.5700,1.3388,9.9889,1547.4500,1.4476,39.1355,1.7835,0.8428,60.5700,1.3418
475,2010-08-22,1.2838,1.0000,109.9562,1.3452,11.0967,1522.6679,1.4360,39.0996,1.8198,0.8259,60.0083,1.3287
476,2010-09-22,1.3364,1.0000,113.1400,1.3678,10.3714,1537.5800,1.3983,41.4560,1.8122,0.8553,60.9330,1.3217
477,2010-10-22,1.3934,1.0000,113.1800,1.4299,10.8203,1571.8000,1.4198,42.4507,1.8636,0.8873,62.1030,1.3533
478,2010-11-22,1.3647,1.0000,113.9700,1.3865,10.5837,1542.3500,1.3817,42.4125,1.7669,0.8549,62.0050,1.3505
479,2010-12-22,1.3112,1.0000,109.6800,1.3322,10.1980,1510.2700,1.3143,40.2825,1.7650,0.8492,59.1315,1.2502
480,2011-01-22,1.3494,1.0000,111.6902,1.3465,10.5079,1511.1634,1.3663,40.3836,1.7842,0.8484,61.4966,1.3001
481,2011-02-22,1.3667,1.0000,113.6300,1.3491,10.6469,1542.1000,1.3635,39.9817,1.8243,0.8458,61.8640,1.2844
482,2011-03-22,1.4211,1.0000,115.1500,1.3911,11.0763,1597.6400,1.4039,40.0990,1.9120,0.8678,63.8860,1.2843
483,2011-04-22,1.4568,1.0000,119.3548,1.3889,11.3220,1574.4988,1.3569,40.8075,1.8171,0.8817,64.5358,1.2903
484,2011-05-22,1.4270,1.0000,116.6450,1.3901,11.0976,1545.3332,1.3389,39.9300,1.7957,0.8793,64.1841,1.2522
485,2011-06-22,1.4397,1.0000,115.3600,1.4007,11.2157,1546.3900,1.3587,40.2565,1.7640,0.8931,64.6350,1.2109
486,2011-07-22,1.4391,1.0000,112.8300,1.3658,11.2132,1513.6300,1.3234,39.8970,1.6625,0.8827,63.8240,1.1789
487,2011-08-22,1.4413,1.0000,110.6500,1.4194,11.2411,1556.5600,1.3781,41.9225,1.7447,0.8737,65.8170,1.1341
488,2011-09-22,1.3448,1.0000,102.5900,1.3894,10.4904,1605.6600,1.3691,43.2059,1.7185,0.8732,66.6720,1.2275
489,2011-10-22,1.3811,1.0000,105.9195,1.3970,10.7496,1583.9603,1.3414,43.2047,1.7436,0.8686,69.0490,1.2319
490,2011-11-22,1.3535,1.0000,104.1500,1.4059,10.5446,1548.6800,1.3718,41.9475,1.8086,0.8657,70.8900,1.2350
491,2011-12-22,1.3047,1.0000,101.9300,1.3369,10.1523,1509.4700,1.2878,41.0980,1.6888,0.8325,68.6660,1.2232
492,2012-01-22,1.2924,1.0000,99.7583,1.3111,10.0194,1465.8708,1.2433,40.3749,1.6027,0.8359,65.1871,1.2081
493,2012-02-22,1.3230,1.0000,106.2200,1.3210,10.2609,1491.2100,1.2441,39.3680,1.5933,0.8442,65.0110,1.2072
494,2012-03-22,1.3167,1.0000,109.4000,1.3151,10.2252,1491.1600,1.2696,38.7580,1.6294,0.8333,67.4480,1.2055
495,2012-04-22,1.3114,1.0000,107.1714,1.3021,10.1754,1495.0580,1.2688,38.7006,1.6128,0.8141,68.3376,1.1943
496,2012-05-22,1.2768,1.0000,101.9900,1.2977,9.9154,1487.0100,1.2910,39.7196,1.6764,0.8087,70.6640,1.2011
497,2012-06-22,1.2539,1.0000,100.6800,1.2893,9.7310,1451.1800,1.2490,41.7050,1.5899,0.8042,71.6630,1.2009
498,2012-07-22,1.2301,1.0000,96.6451,1.2410,9.5368,1403.3836,1.1825,39.4333,0.5784,0.7832,67.9912,1.2070
499,2012-08-22,1.2448,1.0000,98.6500,1.2355,9.6560,1413.5000,1.1926,39.6900,1.5387,0.7879,69.0760,1.2009
500,2012-09-22,1.3042,1.0000,102.0503,1.2701,10.1113,1458.6881,1.2402,40.6482,1.5663,0.7999,69.6509,1.2115
501,2012-10-22,1.3063,1.0000,104.2700,1.2987,10.1242,1441.8700,1.2657,40.4252,1.5972,0.8145,69.8540,1.2097
502,2012-11-22,1.2893,1.0000,106.4200,1.2841,9.9934,1399.7600,1.2420,40.1520,1.5809,0.8077,71.0958,1.2045
503,2012-12-22,1.3200,1.0000,111.0718,1.3073,10.2334,1419.5781,1.2644,40.6092,1.5933,0.8122,72.8200,1.2054
